ID.ASAP,Left.End.ASAP,Right.End.ASAP,gene.orientation
ABF-0016972,1421435,1422124,-1
ABF-0016973,1420922,1421350,-1
ABF-0016975,1419208,1420851,1
ABF-0016976,1418646,1419182,1
ABF-0016977,1417619,1418389,-1
ABF-0016978,1417049,1417330,-1
ABF-0016979,1415318,1417006,1
ABF-0016981,1414372,1414899,-1
ABF-0016982,1413581,1414027,-1
ABF-0016984,1411847,1413505,1
ABF-0016986,3688517,3689467,1
ABF-0016989,3687774,3688151,1
ABF-0016990,3687378,3687647,-1
ABF-0016991,3686068,3687132,-1
ABF-0016992,3684934,3686055,-1
ABF-0016993,3683666,3684823,1
ABF-0016994,3683341,3683610,-1
ABF-0016995,3682971,3683306,1
ABF-0016997,3681925,3682659,1
ABF-0016998,3680814,3681791,-1
ABF-0017000,3680069,3680794,-1
ABF-0017001,3677360,3679933,-1
ABF-0017006,284244,285005,-1
ABF-0017007,285014,286108,-1
ABF-0017008,286118,287296,-1
ABF-0017010,287369,288400,-1
ABF-0017011,288691,289386,-1
ABF-0017012,289501,290166,-1
ABF-0017013,290192,290962,-1
ABF-0017015,291208,292350,1
ABF-0017016,292553,293398,1
ABF-0017018,293476,294369,-1
ABF-0017019,294604,295077,1
ABF-0017020,295089,295301,1
ABF-0017021,295338,296384,1
ABF-0017024,296712,297932,1
ABF-0017025,297932,298669,1
ABF-0017026,298724,298984,1
ABF-0017028,299694,299909,1
ABF-0017029,299906,301675,1
ABF-0017034,302246,304177,1
ABF-0017036,304620,307235,1
ABF-0017037,307385,307681,-1
ABF-0017038,307705,308670,-1
ABF-0017042,309023,309910,-1
ABF-0017043,309925,311376,-1
ABF-0017044,311366,311608,-1
ABF-0017046,311802,313145,-1
ABF-0017048,2254002,2254649,-1
ABF-0017049,2254912,2256117,-1
ABF-0017052,2256428,2257012,1
ABF-0017053,2257038,2257682,1
ABF-0017057,2258869,2260404,1
ABF-0017058,2260525,2262255,-1
ABF-0017061,2262958,2263530,1
ABF-0017062,2263733,2264497,1
ABF-0017063,2264754,2264963,1
ABF-0017064,2265183,2266154,-1
ABF-0017065,2266151,2266894,-1
ABF-0017066,2267017,2267412,-1
ABF-0017068,2267354,2267575,-1
ABF-0017069,2267582,2268394,-1
ABF-0017071,2268723,2270513,1
ABF-0017073,2270515,2270958,1
ABF-0017074,2270982,2271725,1
ABF-0017075,2271766,2272287,1
ABF-0017078,2272582,2273613,1
ABF-0017080,2273821,2274438,1
ABF-0017081,2274446,2275450,1
ABF-0017082,2275627,2276412,-1
ABF-0017083,2276409,2277167,-1
ABF-0017084,2277237,2278280,1
ABF-0017085,2278296,2279708,1
ABF-0017090,2467796,2469739,1
ABF-0017091,2467470,2467730,1
ABF-0017092,2466944,2467468,1
ABF-0017094,2466560,2466790,1
ABF-0017095,2465918,2466487,-1
ABF-0017097,2463707,2465683,-1
ABF-0017098,2462336,2463613,1
ABF-0017101,2461593,2462099,1
ABF-0017103,2460532,2461425,-1
ABF-0017104,2459351,2460475,1
ABF-0017106,2457918,2459000,-1
ABF-0017107,2457067,2457921,-1
ABF-0017108,2456230,2457063,-1
ABF-0017109,2455061,2456194,-1
ABF-0017111,2454143,2454901,-1
ABF-0017112,2453312,2454076,-1
ABF-0017115,2449726,2451564,1
ABF-0017116,2449274,2449729,1
ABF-0017117,2446182,2448686,1
ABF-0017118,2443195,2446185,1
ABF-0017119,2441876,2443192,1
ABF-0017122,2440609,2441466,-1
ABF-0017123,2438811,2440244,-1
ABF-0017125,2438297,2438659,-1
ABF-0017126,2436553,2438280,-1
ABF-0017127,2435193,2436539,-1
ABF-0017128,2433777,2435180,-1
ABF-0017130,3433369,3434583,1
ABF-0017131,3434599,3435621,1
ABF-0017133,3435644,3435940,1
ABF-0017135,3436030,3437451,1
ABF-0017136,3437455,3438927,1
ABF-0017137,3439064,3439768,1
ABF-0017138,3439902,3441608,-1
ABF-0017139,3441622,3443178,-1
ABF-0017140,3443288,3444073,#REF !
ABF-0017141,3444070,3444921,-1
ABF-0017142,3444940,3445902,-1
ABF-0017147,3446656,3447420,-1
ABF-0017149,3447758,3448501,1
ABF-0017150,3448552,3450054,-1
ABF-0017151,3450067,3450849,-1
ABF-0017152,3450842,3451558,-1
ABF-0017153,3451555,3452277,-1
ABF-0017154,3452293,3453150,-1
ABF-0017155,3453363,3453911,-1
ABF-0017156,3453911,3455275,-1
ABF-0017157,3455606,3456820,1
ABF-0017158,3456817,3457617,1
ABF-0017160,3459920,3460789,1
ABF-0017161,3460796,3461008,1
ABF-0017162,3461095,3462480,-1
ABF-0017163,3462901,3463323,-1
ABF-0017165,3463661,3464155,1
ABF-0017166,3464166,3464888,1
ABF-0017168,3465113,3465622,1
ABF-0017169,3465619,3466689,1
ABF-0017172,3467159,3468442,1
ABF-0017173,3468505,3469875,1
ABF-0017175,3469935,3470375,-1
ABF-0017176,3470595,3471065,-1
ABF-0017179,3472124,3472939,-1
ABF-0017180,3472957,3474603,-1
ABF-0017181,3474600,3476756,-1
ABF-0017182,3476978,3479047,1
ABF-0017183,3479052,3480581,1
ABF-0017184,3480693,3480974,-1
ABF-0017185,3481178,3481444,1
ABF-0017186,3481493,3481921,-1
ABF-0017187,3482132,3482494,1
ABF-0017188,3482517,3483041,-1
ABF-0017189,3483526,3484185,1
ABF-0017190,3484351,3484680,1
ABF-0017191,3484699,3484977,-1
ABF-0017193,3485180,3485488,1
ABF-0017195,3485592,3486005,-1
ABF-0017199,852330,853034,1
ABF-0017201,853255,858222,1
ABF-0017202,858294,859532,-1
ABF-0017204,859910,861085,-1
ABF-0017205,861642,862151,1
ABF-0017206,862740,863057,1
ABF-0017209,863257,863496,1
ABF-0017210,863499,863807,1
ABF-0017211,863921,864589,1
ABF-0017213,864924,865721,1
ABF-0017215,865805,866101,1
ABF-0017216,866128,866940,1
ABF-0017218,867020,867268,-1
ABF-0017219,867251,867796,1
ABF-0017220,867970,869937,1
ABF-0017222,870481,872130,1
ABF-0017223,872135,873460,1
ABF-0017224,873441,878521,1
ABF-0017225,875381,878521,1
ABF-0017226,878544,879647,1
ABF-0017227,879613,880596,1
ABF-0017228,880697,881050,-1
ABF-0017229,881050,883101,-1
ABF-0017230,883049,884683,-1
ABF-0017231,884680,885765,-1
ABF-0017233,886566,886736,1
ABF-0017234,886774,887124,-1
ABF-0017236,887405,887608,1
ABF-0017238,887755,888057,-1
ABF-0017240,888233,888538,1
ABF-0017241,888702,889628,1
ABF-0017242,889653,889913,1
ABF-0017243,890107,892086,1
ABF-0017244,892083,892523,1
ABF-0017245,892520,893530,1
ABF-0017246,893527,893874,1
ABF-0017247,893871,894143,1
ABF-0017248,894136,896604,1
ABF-0017249,896526,897335,1
ABF-0017250,897332,898498,1
ABF-0017251,898495,899205,1
ABF-0017252,899202,900098,1
ABF-0017253,900095,901339,1
ABF-0017254,901385,901696,-1
ABF-0017256,901693,901977,-1
ABF-0017257,902452,903081,1
ABF-0017258,903078,903527,1
ABF-0017259,904677,905084,-1
ABF-0017261,905379,905648,-1
ABF-0017263,905690,905920,-1
ABF-0017264,906023,906268,1
ABF-0017265,906571,906903,1
ABF-0017266,906975,907382,-1
ABF-0017267,907392,911696,-1
ABF-0017268,911708,912115,-1
ABF-0017269,912129,913982,-1
ABF-0017270,914093,914611,-1
ABF-0017274,915452,916543,-1
ABF-0017275,916651,917031,-1
ABF-0017276,917000,918097,-1
ABF-0017279,918861,920054,-1
ABF-0017280,920173,920394,1
ABF-0017281,920427,920936,1
ABF-0017282,921033,921188,1
ABF-0017283,921201,921530,1
ABF-0017284,921828,922151,1
ABF-0017285,922148,924190,1
ABF-0017286,924557,925132,-1
ABF-0017292,1319078,1319872,-1
ABF-0017293,1320182,1322815,1
ABF-0017295,1322946,1325801,1
ABF-0017296,1325862,1326512,-1
ABF-0017297,1326519,1329188,-1
ABF-0017298,1329193,1329516,-1
ABF-0017299,1329513,1329773,-1
ABF-0017302,1330372,1331703,1
ABF-0017304,1331802,1333478,1
ABF-0017305,1333472,1334272,1
ABF-0017306,1334256,1335113,1
ABF-0017307,1335113,1336081,1
ABF-0017308,1336069,1337448,1
ABF-0017309,1337771,1338337,1
ABF-0017310,1338477,1339670,1
ABF-0017311,1339728,1340588,-1
ABF-0017312,1340651,1341427,-1
ABF-0017313,1341640,1342281,-1
ABF-0017314,1342249,1342935,1
ABF-0017315,1342932,1345364,1
ABF-0017317,1345424,1346005,-1
ABF-0017318,1346181,1348349,-1
ABF-0017319,1348342,1349451,-1
ABF-0017320,1349652,1350497,-1
ABF-0017322,3285909,3286583,-1
ABF-0017323,3283992,3285791,-1
ABF-0017324,3283459,3283989,-1
ABF-0017325,3282113,3283462,-1
ABF-0017326,3279272,3281998,-1
ABF-0017327,3278301,3279275,-1
ABF-0017329,3277742,3278284,-1
ABF-0017330,3277180,3277731,-1
ABF-0017331,3276881,3277183,-1
ABF-0017333,3275034,3276884,-1
ABF-0017334,3273402,3274937,-1
ABF-0017335,3271938,3273395,-1
ABF-0017338,3269347,3271623,-1
ABF-0017339,3269033,3269239,-1
ABF-0017340,3268082,3268963,1
ABF-0017342,3266276,3267868,-1
ABF-0017346,3264556,3265683,-1
ABF-0017348,3263536,3264552,-1
ABF-0017349,3262350,3263549,-1
ABF-0017351,3260666,3262372,-1
ABF-0017352,3260166,3260666,-1
ABF-0017353,3259610,3260173,-1
ABF-0017354,3259276,3259617,-1
ABF-0017358,3258026,3259210,-1
ABF-0017359,3257736,3258023,-1
ABF-0017360,3256634,3257749,-1
ABF-0017361,3255606,3256634,-1
ABF-0017363,3251711,3254023,-1
ABF-0017364,3251141,3251617,-1
ABF-0017367,3250291,3251016,-1
ABF-0017368,3248858,3250279,-1
ABF-0017374,3245014,3248064,-1
ABF-0017375,3244096,3244998,-1
ABF-0017376,3243474,3244109,-1
ABF-0017378,3242740,3243015,-1
ABF-0017379,3241473,3242750,-1
ABF-0017381,3239966,3241288,1
ABF-0017383,3238661,3239614,-1
ABF-0017388,3237019,3237999,-1
ABF-0017389,3235697,3236899,1
ABF-0017390,3235092,3235700,1
ABF-0017391,3233824,3234969,-1
ABF-0017392,3230654,3233821,-1
ABF-0017393,3229257,3230654,-1
ABF-0017394,3228784,3228993,-1
ABF-0017395,3227441,3228727,-1
ABF-0017396,3227110,3227376,-1
ABF-0017397,3225691,3226968,-1
ABF-0017398,3224701,3225678,-1
ABF-0017399,3223896,3224690,-1
ABF-0017401,3219708,3223883,-1
ABF-0017402,3217057,3219711,-1
ABF-0017403,3216199,3217029,-1
ABF-0017404,3215608,3216153,1
ABF-0017407,3215100,3215363,-1
ABF-0017408,3214175,3215119,-1
ABF-0017409,3212873,3214018,-1
ABF-0017410,3211662,3212813,-1
ABF-0017411,3210773,3211549,1
ABF-0017412,3209479,3210654,1
ABF-0017416,3208224,3209126,-1
ABF-0017417,3207217,3208233,1
ABF-0017418,3206719,3206949,-1
ABF-0017419,3205239,3206726,-1
ABF-0017420,3203273,3205036,1
ABF-0017422,3201721,3202968,1
ABF-0017425,3200811,3201029,1
ABF-0017426,3200494,3200760,1
ABF-0017428,3199257,3199775,-1
ABF-0017432,3198492,3198812,-1
ABF-0017433,3197101,3198495,-1
ABF-0017434,3195996,3197108,-1
ABF-0017437,3195352,3195999,-1
ABF-0017438,3193712,3195214,-1
ABF-0017442,3192584,3193010,1
ABF-0017444,3191278,3192582,1
ABF-0017447,3189619,3190563,-1
ABF-0017449,3189068,3189304,-1
ABF-0017450,3188751,3189065,-1
ABF-0017451,3188368,3188754,1
ABF-0017452,3188250,3188381,1
ABF-0017456,3175283,3187930,1
ABF-0017457,1452748,1453434,1
ABF-0017458,1451919,1452212,1
ABF-0017459,1451806,1451922,1
ABF-0017460,1450650,1451789,1
ABF-0017464,1149933,1152350,1
ABF-0017465,1152491,1152988,1
ABF-0017466,1152992,1154014,1
ABF-0017468,1154163,1154618,1
ABF-0017469,1154622,1155410,1
ABF-0017470,1155414,1156562,1
ABF-0017471,1156559,1157155,1
ABF-0017472,1157231,1160713,1
ABF-0017473,1160726,1161685,1
ABF-0017475,1161872,1162261,1
ABF-0017476,1162251,1163579,1
ABF-0017478,1163625,1163879,-1
ABF-0017479,1163872,1164072,-1
ABF-0017480,1164312,1164860,1
ABF-0017481,1164906,1165508,1
ABF-0017482,1165586,1168144,-1
ABF-0017485,1168667,1169488,-1
ABF-0017486,1169415,1170149,-1
ABF-0017487,1170180,1170614,-1
ABF-0017490,1171148,1171990,-1
ABF-0017491,1172175,1172753,1
ABF-0017492,1172961,1173908,-1
ABF-0017493,1173898,1175043,-1
ABF-0017494,1175145,1176056,1
ABF-0017495,1176111,1177322,-1
ABF-0017501,1178142,1178297,1
ABF-0017502,1178297,1179427,1
ABF-0017503,1179431,1180111,1
ABF-0017505,1180372,1182135,1
ABF-0017506,1182200,1183420,-1
ABF-0017508,1183770,1184111,1
ABF-0017509,1184199,1184924,-1
ABF-0017511,1184929,1185348,-1
ABF-0017512,1185351,1185902,-1
ABF-0017514,1185930,1187165,-1
ABF-0017515,1187162,1187419,-1
ABF-0017517,1187609,1188205,1
ABF-0017518,1188315,1189196,-1
ABF-0017519,1189321,1189884,1
ABF-0017520,1189859,1191073,1
ABF-0017521,1191130,1192401,-1
ABF-0017523,1192410,1193837,-1
ABF-0017525,1194015,1194956,1
ABF-0017526,1194987,1195643,-1
ABF-0017527,1195752,1196981,-1
ABF-0017529,1197334,1198434,1
ABF-0017531,1198534,1200210,1
ABF-0017532,1200392,1201438,1
ABF-0017534,1201740,1202261,1
ABF-0017535,1202298,1202582,1
ABF-0017537,1203088,1204878,1
ABF-0017538,1205066,1205977,-1
ABF-0017539,1206148,1207059,1
ABF-0017540,1207095,1210778,-1
ABF-0017541,1210775,1212007,-1
ABF-0017543,1212381,1213070,1
ABF-0017544,1213098,1214420,1
ABF-0017545,1214502,1215479,1
ABF-0017546,1215599,1216789,1
ABF-0017549,1217199,1218518,1
ABF-0017550,1218617,1219969,1
ABF-0017551,1220055,1220657,-1
ABF-0017554,1220836,1221441,-1
ABF-0017555,1221603,1222670,1
ABF-0017556,1222766,1223926,1
ABF-0017557,1224009,1224344,1
ABF-0017558,1224373,1226220,1
ABF-0017559,1226231,1227202,1
ABF-0017560,1227291,1227896,-1
ABF-0017561,1228023,1230728,-1
ABF-0017562,1231201,1231650,1
ABF-0017563,1231715,1232827,1
ABF-0017564,1232948,1233421,1
ABF-0017565,1233444,1233863,1
ABF-0017566,1233924,1234898,1
ABF-0017567,1234879,1235391,1
ABF-0017570,1235501,1237363,-1
ABF-0017571,1237397,1238308,-1
ABF-0017572,1238305,1238553,-1
ABF-0017574,1238820,1240268,1
ABF-0017576,1240334,1240930,-1
ABF-0017577,1240893,1241813,-1
ABF-0017578,1241986,1242477,1
ABF-0017580,1242765,1244036,1
ABF-0017581,1244139,1244642,1
ABF-0017584,1246402,1246878,-1
ABF-0017586,1247127,1248041,-1
ABF-0017588,1248332,1249243,-1
ABF-0017589,1249533,1250426,-1
ABF-0017590,1250440,1250772,-1
ABF-0017592,1250772,1251386,-1
ABF-0017593,1251376,1253367,-1
ABF-0017594,1253388,1254338,-1
ABF-0017597,1254801,1256270,-1
ABF-0017598,1256325,1256903,-1
ABF-0017600,113857,114864,1
ABF-0017601,114970,115503,-1
ABF-0017602,115562,115876,-1
ABF-0017603,115906,116178,-1
ABF-0017604,116276,117616,-1
ABF-0017606,117829,118254,-1
ABF-0017607,118322,119023,-1
ABF-0017608,119187,120095,1
ABF-0017609,120285,120557,1
ABF-0017610,120558,121163,1
ABF-0017611,121154,121969,1
ABF-0017612,122078,124168,1
ABF-0017613,124165,126678,1
ABF-0017614,126690,130586,1
ABF-0017615,130589,131056,1
ABF-0017616,131069,132067,1
ABF-0017617,132468,133754,1
ABF-0017619,134031,135494,1
ABF-0017622,135723,136748,-1
ABF-0017623,136767,137036,-1
ABF-0017624,136931,137359,-1
ABF-0017626,137428,137928,-1
ABF-0017629,138241,139173,-1
ABF-0017631,139357,139560,-1
ABF-0017633,139606,140592,-1
ABF-0017635,140798,142021,1
ABF-0017636,142077,142640,-1
ABF-0017638,142826,143497,-1
ABF-0017639,144107,144352,1
ABF-0017640,144435,145064,-1
ABF-0017641,145336,145662,1
ABF-0017643,145723,146010,-1
ABF-0017644,145994,146617,-1
ABF-0017646,146929,148269,1
ABF-0017647,148275,148943,1
ABF-0017650,148933,149904,1
ABF-0017652,150265,151122,1
ABF-0017653,151241,151678,-1
ABF-0017656,152082,153194,1
ABF-0017657,153273,154199,1
ABF-0017658,154196,155470,1
ABF-0017659,155467,156237,1
ABF-0017660,156244,156945,1
ABF-0017661,157004,158200,1
ABF-0017662,158331,159950,-1
ABF-0017664,160727,161644,1
ABF-0017665,161743,163443,-1
ABF-0017668,163808,165436,-1
ABF-0017672,166251,167912,-1
ABF-0017674,168379,170061,-1
ABF-0017679,171109,172428,1
ABF-0017682,4666840,4667820,-1
ABF-0017684,4666319,4666798,1
ABF-0017685,4665538,4666329,1
ABF-0017686,4664261,4665538,1
ABF-0017691,4662588,4663712,-1
ABF-0017692,4661485,4662591,-1
ABF-0017693,4660283,4661485,-1
ABF-0017694,4659085,4660203,1
ABF-0017695,4658003,4659088,1
ABF-0017696,4657019,4657990,1
ABF-0017697,4655970,4657022,1
ABF-0017698,4655007,4655939,1
ABF-0017701,4653519,4654715,-1
ABF-0017702,4652478,4653503,-1
ABF-0017705,4651507,4652451,1
ABF-0017706,4650230,4651504,1
ABF-0017707,4649572,4650003,-1
ABF-0017708,4649002,4649472,-1
ABF-0017710,4647983,4649002,-1
ABF-0017711,4647043,4647864,-1
ABF-0017713,4646065,4646685,-1
ABF-0017714,4645055,4645954,-1
ABF-0017715,4644214,4645152,1
ABF-0017716,4641842,4644109,-1
ABF-0017717,4640851,4641678,1
ABF-0017718,4639800,4640561,-1
ABF-0017719,4638723,4639505,-1
ABF-0017720,4635970,4638609,1
ABF-0017721,4634532,4635683,1
ABF-0017723,4633313,4634317,-1
ABF-0017724,4632515,4633288,-1
ABF-0017728,4629303,4630835,-1
ABF-0017729,4628413,4629168,-1
ABF-0017730,4627791,4628399,-1
ABF-0017731,4626157,4627794,-1
ABF-0017732,4625806,4626060,-1
ABF-0017733,4625227,4625802,-1
ABF-0017734,4624453,4625223,-1
ABF-0017736,4623545,4624339,-1
ABF-0017737,4622520,4623542,-1
ABF-0017738,4622000,4622488,1
ABF-0017740,4619549,4620250,-1
ABF-0017741,4617761,4619452,1
ABF-0017742,4617284,4617631,-1
ABF-0017743,4616866,4617294,-1
ABF-0017744,4616412,4616840,-1
ABF-0017745,4615196,4616359,1
ABF-0017746,4612994,4615183,1
ABF-0017747,4611481,4612812,-1
ABF-0017748,4610867,4611481,-1
ABF-0017749,4609374,4610825,-1
ABF-0017750,4608816,4609355,-1
ABF-0017756,2604351,2605604,-1
ABF-0017757,2605706,2606362,1
ABF-0017758,2606355,2606813,1
ABF-0017759,2607012,2608124,1
ABF-0017761,2608496,2609128,1
ABF-0017763,2609362,2610729,1
ABF-0017764,2611030,2611698,1
ABF-0017765,2611735,2613186,1
ABF-0017766,2613358,2614479,1
ABF-0017768,2614584,2615852,-1
ABF-0017769,2615867,2616127,1
ABF-0017770,2616163,2616384,-1
ABF-0017772,2616423,2618744,-1
ABF-0017773,2618767,2618994,-1
ABF-0017775,2619108,2619347,-1
ABF-0017776,2619743,2620174,-1
ABF-0017777,2620174,2630154,-1
ABF-0017778,3307378,3308895,-1
ABF-0017779,3308926,3309417,-1
ABF-0017781,3309684,3310529,-1
ABF-0017782,3310519,3311787,-1
ABF-0017783,3311867,3312778,-1
ABF-0017787,3313009,3313674,-1
ABF-0017788,3313738,3314568,-1
ABF-0017789,3314568,3315578,-1
ABF-0017790,3315664,3316797,-1
ABF-0017791,3316781,3316999,-1
ABF-0017792,3317024,3318415,-1
ABF-0017793,3318402,3319076,-1
ABF-0017794,3319273,3320256,1
ABF-0017795,3320271,3320699,1
ABF-0017796,3320715,3322232,1
ABF-0017798,3322504,3323721,1
ABF-0017799,3323826,3325043,-1
ABF-0017800,3325202,3327220,1
ABF-0017801,3327288,3328121,1
ABF-0017802,3328208,3328954,1
ABF-0017803,3328951,3329265,1
ABF-0017804,3329455,3329889,-1
ABF-0017805,3329950,3330579,-1
ABF-0017806,3330605,3331282,-1
ABF-0017807,3331323,3332741,-1
ABF-0017808,3332935,3333831,1
ABF-0017810,3333995,3334273,-1
ABF-0017813,4361219,4362148,-1
ABF-0017815,4359315,4360913,-1
ABF-0017816,4357984,4359291,-1
ABF-0017817,4356151,4357908,-1
ABF-0017818,4355311,4356141,1
ABF-0017820,4351463,4355146,-1
ABF-0017821,4349942,4351396,1
ABF-0017823,4347970,4349616,-1
ABF-0017824,4346844,4347914,1
ABF-0017825,4345269,4346633,1
ABF-0017827,4343035,4344684,-1
ABF-0017828,4341723,4342901,1
ABF-0017829,4341539,4341751,-1
ABF-0017830,4341154,4341498,-1
ABF-0017831,4340071,4341114,1
ABF-0017832,4339465,4340031,-1
ABF-0017833,4338956,4339309,-1
ABF-0017835,4338276,4338815,1
ABF-0017837,4337763,4338119,1
ABF-0017839,4337353,4337748,1
ABF-0017841,4336606,4337340,1
ABF-0017842,4334817,4336613,1
ABF-0017844,4333366,4334343,-1
ABF-0017845,4329937,4333260,1
ABF-0017847,4328993,4329907,1
ABF-0017848,4327872,4328921,1
ABF-0017850,4327194,4327736,-1
ABF-0017852,4323252,4326749,1
ABF-0017853,4322749,4323021,1
ABF-0017854,4321869,4322750,-1
ABF-0017855,4320362,4321810,-1
ABF-0017856,4318681,4320249,-1
ABF-0017857,4318361,4318579,-1
ABF-0017858,4317686,4318348,-1
ABF-0017859,4317197,4317667,-1
ABF-0017860,4316944,4317204,-1
ABF-0017861,4316540,4316932,1
ABF-0017863,4314700,4316292,1
ABF-0017865,4312878,4314251,-1
ABF-0017866,4311482,4312867,-1
ABF-0017867,4311028,4311495,-1
ABF-0017868,4310669,4311031,-1
ABF-0017870,4309871,4310350,-1
ABF-0017871,4309385,4309789,1
ABF-0017873,4308585,4309388,1
ABF-0017876,4307293,4308120,-1
ABF-0017877,4306013,4307248,-1
ABF-0017878,4304852,4306000,-1
ABF-0017879,4304578,4304847,-1
ABF-0017880,4304151,4304594,-1
ABF-0017881,4303342,4304154,-1
ABF-0017882,4301374,4302738,1
ABF-0017884,4300555,4301085,1
ABF-0017886,4298585,4300114,-1
ABF-0017887,4297017,4298588,-1
ABF-0017889,4295351,4296748,-1
ABF-0017890,4294830,4295351,-1
ABF-0017893,4293002,4294021,1
ABF-0017896,4290964,4292634,-1
ABF-0017897,4289884,4290780,1
ABF-0017898,4288392,4289723,-1
ABF-0017899,4286944,4288395,-1
ABF-0017907,2049914,2050144,-1
ABF-0017909,2048128,2049900,-1
ABF-0017910,2046545,2047795,-1
ABF-0017911,2045613,2046425,-1
ABF-0017912,2045295,2045507,-1
ABF-0017915,2044847,2045293,-1
ABF-0017916,2044035,2044832,-1
ABF-0017917,2043302,2044042,-1
ABF-0017919,2042925,2043143,-1
ABF-0017920,2042299,2042928,-1
ABF-0017921,2039592,2042288,-1
ABF-0017922,2039288,2039524,-1
ABF-0017924,2037269,2038963,-1
ABF-0017925,2036689,2037210,-1
ABF-0017928,3074285,3074584,1
ABF-0017930,3073472,3074140,1
ABF-0017931,3072886,3073305,-1
ABF-0017934,3071764,3072435,-1
ABF-0017935,3070498,3071697,-1
ABF-0017936,3069721,3070476,-1
ABF-0017937,3068912,3069694,-1
ABF-0017938,3068062,3068784,-1
ABF-0017939,3066936,3068045,-1
ABF-0017940,3065986,3066936,-1
ABF-0017941,3063937,3065859,-1
ABF-0017942,3062975,3063904,-1
ABF-0017944,3062016,3062798,1
ABF-0017945,3061744,3062013,1
ABF-0017946,3060924,3061700,1
ABF-0017947,3060511,3060927,1
ABF-0017948,3060095,3060511,1
ABF-0017949,3059086,3060102,1
ABF-0017950,3058592,3059080,1
ABF-0017951,3057133,3058458,1
ABF-0017952,3056690,3057130,1
ABF-0017953,3055311,3056681,1
ABF-0017954,3054556,3055311,1
ABF-0017955,3053589,3054581,1
ABF-0017957,3051871,3053592,1
ABF-0017958,3051224,3051538,-1
ABF-0017960,3050679,3051041,1
ABF-0017961,3050269,3050679,1
ABF-0017963,3048711,3050165,1
ABF-0017964,4111939,4113090,-1
ABF-0017965,4110927,4111844,-1
ABF-0017966,4110389,4110910,1
ABF-0017967,4109858,4110361,-1
ABF-0017968,4107073,4109760,-1
ABF-0017969,4106602,4107000,-1
ABF-0017970,4106314,4106511,1
ABF-0017971,4105533,4106282,1
ABF-0017972,4104914,4105540,1
ABF-0017973,4103706,4104746,-1
ABF-0017974,4102374,4103579,1
ABF-0017975,4100913,4102364,1
ABF-0017976,4100464,4100907,1
ABF-0017978,4099312,4100202,1
ABF-0017979,4098298,4099161,1
ABF-0017981,2991760,2992998,-1
ABF-0017982,2990829,2991632,-1
ABF-0017983,2989791,2990822,-1
ABF-0017984,2989148,2989801,-1
ABF-0017985,2988138,2989148,-1
ABF-0017986,2987324,2988118,-1
ABF-0017988,2985573,2987006,-1
ABF-0017991,2984230,2985291,-1
ABF-0017994,2983641,2983991,-1
ABF-0017996,2983250,2983633,-1
ABF-0017997,2982638,2983228,-1
ABF-0017998,2981797,2982660,-1
ABF-0017999,2980658,2981683,-1
ABF-0018000,2980080,2980622,-1
ABF-0018001,2978404,2979711,-1
ABF-0018003,759540,761198,-1
ABF-0018004,757847,759493,1
ABF-0018006,756258,757625,1
ABF-0018010,755719,755823,1
ABF-0018012,754472,755452,1
ABF-0018014,753846,754274,1
ABF-0018016,752759,753631,-1
ABF-0018017,751882,752769,-1
ABF-0018018,751050,751871,-1
ABF-0018019,749965,751050,-1
ABF-0018020,748650,749972,-1
ABF-0018021,748033,748581,1
ABF-0018022,747049,748023,1
ABF-0018023,744999,746894,-1
ABF-0018024,744513,744890,1
ABF-0018025,744151,744405,1
ABF-0018026,744039,744320,1
ABF-0018029,743005,743583,1
ABF-0018030,741503,742930,1
ABF-0018032,740821,741522,1
ABF-0018033,737744,740824,1
ABF-0018034,736605,737744,1
ABF-0018036,735117,736106,-1
ABF-0018037,734270,735022,1
ABF-0018038,733923,734189,1
ABF-0018040,732938,733609,1
ABF-0018041,731976,732812,1
ABF-0018042,731698,731994,-1
ABF-0018044,730230,731657,-1
ABF-0018045,729615,730079,-1
ABF-0018047,726937,728019,-1
ABF-0018048,725336,726853,1
ABF-0018050,724228,725326,1
ABF-0018052,722329,724059,1
ABF-0018053,721572,722288,1
ABF-0018054,720584,721483,1
ABF-0018055,720381,720590,-1
ABF-0018056,718996,720321,-1
ABF-0018057,718349,718867,-1
ABF-0018058,717821,718252,1
ABF-0018059,717574,717840,1
ABF-0018061,716283,717263,-1
ABF-0018062,715560,716210,1
ABF-0018063,714743,715351,-1
ABF-0018064,714023,714673,1
ABF-0018065,710961,713834,1
ABF-0018066,710441,710848,1
ABF-0018067,709309,710409,1
ABF-0018069,707486,708637,-1
ABF-0018071,705480,707159,1
ABF-0018072,704636,705424,1
ABF-0018073,703631,704551,-1
ABF-0018074,703218,703502,-1
ABF-0018075,703162,703539,-1
ABF-0018076,701744,702646,1
ABF-0018077,700635,701630,-1
ABF-0018078,699569,700597,1
ABF-0018079,699003,699422,-1
ABF-0018080,698591,699034,-1
ABF-0018082,698097,698489,1
ABF-0018083,697551,698036,1
ABF-0018084,696596,697513,1
ABF-0018086,696323,696583,-1
ABF-0018087,695914,696351,-1
ABF-0018089,694560,695285,1
ABF-0018091,693265,694488,1
ABF-0018092,691770,693101,1
ABF-0018094,690928,691707,1
ABF-0018097,690139,690441,-1
ABF-0018098,689649,690152,1
ABF-0018099,689131,689655,1
ABF-0018102,687812,688810,-1
